||||Sütunlar|
||Malatya, Elazığ, Bingöl, Tunceli-TRB1|2001|56.0|
|||2002|68.0|
|||2003|70.0|
|||2004|52.0|
|||2005|69.0|
|||2006|62.0|
|||2007|62.0|
|||2008|59.0|
|||2009|74.0|
|||2010|93.0|
|||2011|66.0|
|||2012|79.0|
|||2013|76.0|
|||2014|95.0|
|||2015|77.0|
|||2016|67.0|
|||2017|83.0|
|||2018|93.0|
|||2019|132.0|
|||2020|106.0|
||Manisa, Afyonkarahisar, Kütahya, Uşak-TR33|2001|237.0|
|||2002|222.0|
|||2003|229.0|
|||2004|204.0|
|||2005|201.0|
|||2006|192.0|
|||2007|200.0|
|||2008|231.0|
|||2009|202.0|
|||2010|253.0|
|||2011|249.0|
|||2012|261.0|
|||2013|243.0|
|||2014|250.0|
|||2015|239.0|
|||2016|218.0|
|||2017|220.0|
|||2018|287.0|
|||2019|260.0|
|||2020|241.0|
||Mardin, Batman, Şırnak, Siirt-TRC3|2001|12.0|
|||2002|16.0|
|||2003|19.0|
|||2004|21.0|
|||2005|18.0|
|||2006|14.0|
|||2007|15.0|
|||2008|15.0|
|||2009|20.0|
|||2010|32.0|
|||2011|23.0|
|||2012|32.0|
|||2013|32.0|
|||2014|35.0|
|||2015|39.0|
|||2016|33.0|
|||2017|42.0|
|||2018|42.0|
|||2019|48.0|
|||2020|38.0|
||Samsun, Tokat, Çorum, Amasya-TR83|2001|139.0|
|||2002|160.0|
|||2003|177.0|
|||2004|125.0|
|||2005|125.0|
|||2006|139.0|
|||2007|137.0|
|||2008|138.0|
|||2009|172.0|
|||2010|198.0|
|||2011|184.0|
|||2012|183.0|
|||2013|197.0|
|||2014|204.0|
|||2015|196.0|
|||2016|180.0|
|||2017|194.0|
|||2018|217.0|
|||2019|232.0|
|||2020|184.0|
||Şanlıurfa, Diyarbakır-TRC2|2001|34.0|
|||2002|43.0|
|||2003|63.0|
|||2004|52.0|
|||2005|57.0|
|||2006|49.0|
|||2007|52.0|
|||2008|65.0|
|||2009|45.0|
|||2010|55.0|
|||2011|74.0|
|||2012|78.0|
|||2013|69.0|
|||2014|78.0|
|||2015|89.0|
|||2016|83.0|
|||2017|82.0|
|||2018|111.0|
|||2019|146.0|
|||2020|100.0|
||Tekirdağ, Edirne, Kırklareli-TR21|2001|81.0|
|||2002|82.0|
|||2003|96.0|
|||2004|91.0|
|||2005|98.0|
|||2006|105.0|
|||2007|112.0|
|||2008|112.0|
|||2009|140.0|
|||2010|132.0|
|||2011|131.0|
|||2012|125.0|
|||2013|129.0|
|||2014|149.0|
|||2015|146.0|
|||2016|149.0|
|||2017|141.0|
|||2018|166.0|
|||2019|200.0|
|||2020|147.0|
||Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90|2001|99.0|
|||2002|91.0|
|||2003|126.0|
|||2004|101.0|
|||2005|100.0|
|||2006|97.0|
|||2007|94.0|
|||2008|86.0|
|||2009|118.0|
|||2010|138.0|
|||2011|135.0|
|||2012|117.0|
|||2013|122.0|
|||2014|124.0|
|||2015|141.0|
|||2016|128.0|
|||2017|129.0|
|||2018|157.0|
|||2019|153.0|
|||2020|167.0|
||Van, Muş, Bitlis, Hakkari-TRB2|2001|7.0|
|||2002|9.0|
|||2003|9.0|
|||2004|10.0|
|||2005|9.0|
|||2006|8.0|
|||2007|13.0|
|||2008|14.0|
|||2009|16.0|
|||2010|27.0|
|||2011|17.0|
|||2012|28.0|
|||2013|36.0|
|||2014|26.0|
|||2015|30.0|
|||2016|22.0|
|||2017|34.0|
|||2018|40.0|
|||2019|46.0|
|||2020|58.0|
||Zonguldak, Karabük, Bartın-TR81|2001|72.0|
|||2002|81.0|
|||2003|85.0|
|||2004|68.0|
|||2005|65.0|
|||2006|59.0|
|||2007|70.0|
|||2008|75.0|
|||2009|75.0|
|||2010|76.0|
|||2011|97.0|
|||2012|73.0|
|||2013|62.0|
|||2014|62.0|
|||2015|52.0|
|||2016|63.0|
|||2017|65.0|
|||2018|72.0|
|||2019|84.0|
|||2020|67.0|
|Eşlerin yaş farkı:9|Adana, Mersin-TR62|2001|228.0|
|||2002|214.0|
|||2003|215.0|
|||2004|214.0|
|||2005|202.0|
|||2006|244.0|
|||2007|243.0|
|||2008|219.0|
|||2009|281.0|
|||2010|275.0|
|||2011|295.0|
|||2012|318.0|
|||2013|337.0|
|||2014|312.0|
|||2015|363.0|
|||2016|306.0|
|||2017|284.0|
|||2018|347.0|
|||2019|389.0|
|||2020|337.0|
||Ağrı, Kars, Iğdır, Ardahan-TRA2|2001|25.0|
|||2002|16.0|
|||2003|24.0|
|||2004|15.0|
|||2005|30.0|
|||2006|16.0|
|||2007|23.0|
|||2008|16.0|
|||2009|26.0|
|||2010|16.0|
|||2011|22.0|
|||2012|18.0|
|||2013|27.0|
|||2014|27.0|
|||2015|29.0|
|||2016|30.0|
|||2017|30.0|
|||2018|37.0|
|||2019|36.0|
|||2020|35.0|
||Ankara-TR51|2001|272.0|
|||2002|265.0|
|||2003|265.0|
|||2004|234.0|
|||2005|276.0|
|||2006|282.0|
|||2007|249.0|
|||2008|331.0|
|||2009|369.0|
|||2010|357.0|
|||2011|376.0|
|||2012|392.0|
|||2013|431.0|
|||2014|428.0|
|||2015|386.0|
|||2016|374.0|
|||2017|361.0|
|||2018|404.0|
|||2019|469.0|
|||2020|361.0|
||Antalya, Isparta, Burdur-TR61|2001|143.0|
|||2002|166.0|
|||2003|127.0|
|||2004|142.0|
|||2005|148.0|
|||2006|160.0|
|||2007|163.0|
|||2008|178.0|
|||2009|212.0|
|||2010|233.0|
|||2011|249.0|
|||2012|233.0|
|||2013|237.0|
|||2014|279.0|
|||2015|247.0|
|||2016|246.0|
|||2017|250.0|
|||2018|319.0|
|||2019|310.0|
|||2020|259.0|
||Aydın, Denizli, Muğla-TR32|2001|157.0|
|||2002|192.0|
|||2003|191.0|
|||2004|210.0|
|||2005|221.0|
|||2006|214.0|
|||2007|206.0|
|||2008|196.0|
|||2009|239.0|
|||2010|274.0|
|||2011|247.0|
|||2012|242.0|
|||2013|278.0|
|||2014|261.0|
|||2015|317.0|
|||2016|254.0|
|||2017|299.0|
|||2018|270.0|
|||2019|324.0|
|||2020|281.0|
||Balıkesir, Çanakkale-TR22|2001|84.0|
|||2002|91.0|
|||2003|90.0|
|||2004|93.0|
|||2005|105.0|
|||2006|97.0|
|||2007|84.0|
|||2008|81.0|
|||2009|110.0|
|||2010|129.0|
|||2011|125.0|
|||2012|146.0|
|||2013|115.0|
|||2014|125.0|
|||2015|141.0|
|||2016|128.0|
|||2017|144.0|
|||2018|146.0|
|||2019|151.0|
|||2020|139.0|
||Bursa, Eskişehir, Bilecik-TR41|2001|148.0|
|||2002|155.0|
|||2003|173.0|
|||2004|132.0|
|||2005|156.0|
|||2006|182.0|
|||2007|185.0|
|||2008|168.0|
|||2009|190.0|
|||2010|243.0|
|||2011|242.0|
|||2012|277.0|
|||2013|243.0|
|||2014|270.0|
|||2015|262.0|
|||2016|255.0|
|||2017|253.0|
|||2018|298.0|
|||2019|321.0|
|||2020|269.0|
||Erzurum, Erzincan, Bayburt-TRA1|2001|22.0|
|||2002|27.0|
|||2003|23.0|
|||2004|29.0|
|||2005|21.0|
|||2006|32.0|
|||2007|20.0|
|||2008|26.0|
|||2009|20.0|
|||2010|25.0|
|||2011|27.0|
|||2012|34.0|
|||2013|31.0|
|||2014|29.0|
|||2015|28.0|
|||2016|32.0|
|||2017|25.0|
|||2018|30.0|
|||2019|33.0|
|||2020|47.0|
||Gaziantep, Adıyaman, Kilis-TRC1|2001|62.0|
|||2002|116.0|
|||2003|89.0|
|||2004|68.0|
|||2005|85.0|
|||2006|73.0|
|||2007|78.0|
|||2008|81.0|
|||2009|84.0|
|||2010|101.0|
|||2011|94.0|
|||2012|145.0|
|||2013|119.0|
|||2014|109.0|
|||2015|151.0|
|||2016|102.0|
|||2017|118.0|
|||2018|151.0|
|||2019|189.0|
|||2020|174.0|
||Hatay, Kahramanmaraş, Osmaniye-TR63|2001|159.0|
|||2002|121.0|
|||2003|139.0|
|||2004|137.0|
|||2005|129.0|
|||2006|133.0|
|||2007|110.0|
|||2008|136.0|
|||2009|167.0|
|||2010|204.0|
|||2011|193.0|
|||2012|208.0|
|||2013|201.0|
|||2014|216.0|
|||2015|225.0|
|||2016|219.0|
|||2017|217.0|
|||2018|242.0|
|||2019|264.0|
|||2020|246.0|
||İstanbul-TR10|2001|700.0|
|||2002|713.0|
|||2003|629.0|
|||2004|746.0|
|||2005|832.0|
|||2006|788.0|
|||2007|757.0|
|||2008|759.0|
|||2009|912.0|
|||2010|951.0|
|||2011|990.0|
|||2012|978.0|
|||2013|955.0|
|||2014|1011.0|
|||2015|1047.0|
|||2016|952.0|
|||2017|1042.0|
|||2018|1017.0|
|||2019|1153.0|
|||2020|970.0|
||İzmir-TR31|2001|333.0|
|||2002|308.0|
|||2003|305.0|
|||2004|334.0|
|||2005|338.0|
|||2006|357.0|
|||2007|321.0|
|||2008|377.0|
|||2009|381.0|
|||2010|401.0|
|||2011|448.0|
|||2012|412.0|
|||2013|444.0|
|||2014|465.0|
|||2015|443.0|
|||2016|406.0|
|||2017|398.0|
|||2018|460.0|
|||2019|456.0|
|||2020|391.0|
||Kastamonu, Çankırı, Sinop-TR82|2001|31.0|
|||2002|35.0|
|||2003|19.0|
|||2004|20.0|
|||2005|26.0|
|||2006|33.0|
|||2007|27.0|
|||2008|29.0|
|||2009|23.0|
|||2010|44.0|
|||2011|27.0|
|||2012|31.0|
|||2013|27.0|
|||2014|28.0|
|||2015|42.0|
|||2016|32.0|
|||2017|27.0|
|||2018|38.0|
|||2019|46.0|
|||2020|35.0|
||Kayseri, Sivas, Yozgat-TR72|2001|120.0|
|||2002|108.0|
|||2003|110.0|
|||2004|95.0|
|||2005|104.0|
|||2006|95.0|
|||2007|87.0|
|||2008|89.0|
|||2009|114.0|
|||2010|141.0|
|||2011|122.0|
|||2012|142.0|
|||2013|174.0|
|||2014|177.0|
|||2015|173.0|
|||2016|156.0|
|||2017|176.0|
|||2018|157.0|
|||2019|175.0|
|||2020|154.0|
||Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71|2001|81.0|
|||2002|80.0|
|||2003|86.0|
|||2004|78.0|
|||2005|72.0|
|||2006|65.0|
|||2007|76.0|
|||2008|84.0|
|||2009|95.0|
|||2010|112.0|
|||2011|121.0|
|||2012|115.0|
|||2013|115.0|
|||2014|117.0|
|||2015|133.0|
|||2016|104.0|
|||2017|120.0|
|||2018|121.0|
|||2019|108.0|
|||2020|121.0|
||Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42|2001|118.0|
|||2002|131.0|
|||2003|141.0|
|||2004|141.0|
|||2005|155.0|
|||2006|138.0|
|||2007|149.0|
|||2008|144.0|
|||2009|192.0|
|||2010|212.0|
|||2011|194.0|
|||2012|224.0|
|||2013|247.0|
|||2014|217.0|
|||2015|251.0|
|||2016|230.0|
|||2017|230.0|
|||2018|250.0|
|||2019|308.0|
|||2020|266.0|
||Konya, Karaman-TR52|2001|77.0|
|||2002|82.0|
|||2003|75.0|
|||2004|84.0|
|||2005|90.0|
|||2006|71.0|
|||2007|88.0|
|||2008|86.0|
|||2009|104.0|
|||2010|119.0|
|||2011|110.0|
|||2012|132.0|
|||2013|122.0|
|||2014|153.0|
|||2015|132.0|
|||2016|142.0|
|||2017|112.0|
|||2018|128.0|
|||2019|149.0|
|||2020|135.0|
||Malatya, Elazığ, Bingöl, Tunceli-TRB1|2001|40.0|
|||2002|37.0|
|||2003|33.0|
|||2004|42.0|
|||2005|44.0|
|||2006|44.0|
|||2007|51.0|
|||2008|66.0|
|||2009|56.0|
|||2010|66.0|
|||2011|56.0|
|||2012|70.0|
|||2013|87.0|
|||2014|71.0|
|||2015|69.0|
|||2016|69.0|
|||2017|70.0|
|||2018|81.0|
|||2019|109.0|
|||2020|94.0|
||Manisa, Afyonkarahisar, Kütahya, Uşak-TR33|2001|141.0|
|||2002|169.0|
|||2003|156.0|
|||2004|127.0|
|||2005|139.0|
|||2006|113.0|
|||2007|142.0|
|||2008|142.0|
|||2009|152.0|
|||2010|184.0|
|||2011|165.0|
|||2012|183.0|
|||2013|164.0|
|||2014|184.0|
|||2015|189.0|
|||2016|169.0|
|||2017|160.0|
|||2018|201.0|
|||2019|203.0|
|||2020|188.0|
||Mardin, Batman, Şırnak, Siirt-TRC3|2001|9.0|
|||2002|13.0|
|||2003|16.0|
|||2004|12.0|
|||2005|16.0|
|||2006|8.0|
|||2007|10.0|
|||2008|23.0|
|||2009|23.0|
|||2010|19.0|
|||2011|18.0|
|||2012|32.0|
|||2013|22.0|
|||2014|33.0|
|||2015|32.0|
|||2016|35.0|
|||2017|33.0|
|||2018|46.0|
|||2019|27.0|
|||2020|34.0|
||Samsun, Tokat, Çorum, Amasya-TR83|2001|114.0|
|||2002|124.0|
|||2003|121.0|
|||2004|112.0|
|||2005|111.0|
|||2006|107.0|
|||2007|122.0|
|||2008|105.0|
|||2009|92.0|
|||2010|152.0|
|||2011|153.0|
|||2012|154.0|
|||2013|135.0|
|||2014|160.0|
|||2015|166.0|
|||2016|155.0|
|||2017|131.0|
|||2018|163.0|
|||2019|175.0|
|||2020|130.0|
||Şanlıurfa, Diyarbakır-TRC2|2001|28.0|
|||2002|36.0|
|||2003|34.0|
|||2004|29.0|
|||2005|36.0|
|||2006|35.0|
|||2007|39.0|
|||2008|46.0|
|||2009|60.0|
|||2010|53.0|
|||2011|42.0|
|||2012|61.0|
|||2013|64.0|
|||2014|79.0|
|||2015|63.0|
|||2016|78.0|
|||2017|59.0|
|||2018|82.0|
|||2019|104.0|
|||2020|98.0|
||Tekirdağ, Edirne, Kırklareli-TR21|2001|60.0|
|||2002|70.0|
|||2003|72.0|
|||2004|75.0|
|||2005|74.0|
|||2006|70.0|
|||2007|83.0|
|||2008|79.0|
|||2009|92.0|
|||2010|105.0|
|||2011|108.0|
|||2012|86.0|
|||2013|90.0|
|||2014|121.0|
|||2015|128.0|
|||2016|120.0|
|||2017|106.0|
|||2018|138.0|
|||2019|142.0|
|||2020|117.0|
||Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90|2001|66.0|
|||2002|97.0|
|||2003|89.0|
|||2004|79.0|
|||2005|91.0|
|||2006|76.0|
|||2007|80.0|
|||2008|94.0|
|||2009|101.0|
|||2010|107.0|
|||2011|104.0|
|||2012|100.0|
|||2013|105.0|
|||2014|96.0|
|||2015|118.0|
|||2016|116.0|
|||2017|112.0|
|||2018|111.0|
|||2019|148.0|
|||2020|118.0|
||Van, Muş, Bitlis, Hakkari-TRB2|2001|7.0|
|||2002|3.0|
|||2003|10.0|
|||2004|3.0|
|||2005|5.0|
|||2006|4.0|
|||2007|17.0|
|||2008|6.0|
|||2009|21.0|
|||2010|21.0|
|||2011|18.0|
|||2012|16.0|
|||2013|18.0|
|||2014|25.0|
|||2015|21.0|
|||2016|27.0|
|||2017|21.0|
|||2018|23.0|
|||2019|41.0|
|||2020|34.0|
||Zonguldak, Karabük, Bartın-TR81|2001|65.0|
|||2002|57.0|
|||2003|59.0|
|||2004|54.0|
|||2005|41.0|
|||2006|53.0|
|||2007|46.0|
|||2008|52.0|
|||2009|47.0|
|||2010|59.0|
|||2011|39.0|
|||2012|66.0|
|||2013|49.0|
|||2014|62.0|
|||2015|68.0|
|||2016|49.0|
|||2017|49.0|
|||2018|76.0|
|||2019|76.0|
|||2020|57.0|
|Eşlerin yaş farkı:Bilinmeyen|Adana, Mersin-TR62|2008|185.0|
|||2009|190.0|
|||2010|154.0|
|||2011|111.0|
|||2012|150.0|
|||2013|124.0|
|||2014|114.0|
|||2015|125.0|
|||2016|126.0|
|||2017|126.0|
|||2018|147.0|
|||2019|135.0|
|||2020|128.0|
||Ağrı, Kars, Iğdır, Ardahan-TRA2|2008|50.0|
|||2009|46.0|
|||2010|45.0|
|||2011|24.0|
|||2012|20.0|
|||2013|27.0|
|||2014|31.0|
|||2015|15.0|
|||2016|35.0|
|||2017|27.0|
|||2018|28.0|
|||2019|17.0|
|||2020|19.0|
||Ankara-TR51|2008|268.0|
|||2009|258.0|
|||2010|280.0|
|||2011|207.0|
|||2012|238.0|
|||2013|228.0|
|||2014|226.0|
|||2015|207.0|
|||2016|188.0|
|||2017|183.0|
|||2018|252.0|
|||2019|297.0|
|||2020|205.0|
||Antalya, Isparta, Burdur-TR61|2008|261.0|
|||2009|302.0|
|||2010|306.0|
|||2011|319.0|
|||2012|346.0|
|||2013|392.0|
|||2014|426.0|
|||2015|387.0|
|||2016|375.0|
|||2017|323.0|
|||2018|351.0|
|||2019|365.0|
|||2020|314.0|
||Aydın, Denizli, Muğla-TR32|2008|199.0|
|||2009|239.0|
|||2010|206.0|
|||2011|182.0|
|||2012|215.0|
|||2013|225.0|
|||2014|204.0|
|||2015|233.0|
|||2016|200.0|
|||2017|211.0|
|||2018|227.0|
|||2019|242.0|
|||2020|180.0|
||Balıkesir, Çanakkale-TR22|2008|55.0|
|||2009|55.0|
|||2010|53.0|
|||2011|43.0|
|||2012|34.0|
|||2013|46.0|
|||2014|40.0|
|||2015|38.0|
|||2016|49.0|
|||2017|49.0|
|||2018|63.0|
|||2019|65.0|
|||2020|73.0|
||Bursa, Eskişehir, Bilecik-TR41|2008|95.0|
|||2009|96.0|
|||2010|99.0|
|||2011|81.0|
|||2012|106.0|
|||2013|80.0|
|||2014|96.0|
|||2015|96.0|
|||2016|106.0|
|||2017|110.0|
|||2018|126.0|
|||2019|164.0|
|||2020|98.0|
||Erzurum, Erzincan, Bayburt-TRA1|2008|38.0|
|||2009|38.0|
|||2010|25.0|
|||2011|17.0|
|||2012|17.0|
|||2013|13.0|
|||2014|10.0|
|||2015|8.0|
|||2016|13.0|
|||2017|11.0|
|||2018|22.0|
|||2019|21.0|
|||2020|8.0|
||Gaziantep, Adıyaman, Kilis-TRC1|2008|213.0|
|||2009|241.0|
|||2010|197.0|
|||2011|111.0|
|||2012|133.0|
|||2013|116.0|
|||2014|120.0|
|||2015|99.0|
|||2016|98.0|
|||2017|85.0|
|||2018|108.0|
|||2019|105.0|
|||2020|97.0|
||Hatay, Kahramanmaraş, Osmaniye-TR63|2008|228.0|
|||2009|202.0|
|||2010|225.0|
|||2011|87.0|
|||2012|114.0|
|||2013|94.0|
|||2014|105.0|
|||2015|103.0|
|||2016|92.0|
|||2017|111.0|
|||2018|123.0|
|||2019|127.0|
|||2020|90.0|
||İstanbul-TR10|2008|777.0|
|||2009|825.0|
|||2010|831.0|
|||2011|666.0|
|||2012|795.0|
|||2013|863.0|
|||2014|912.0|
|||2015|858.0|
|||2016|827.0|
|||2017|843.0|
|||2018|918.0|
|||2019|940.0|
|||2020|708.0|
||İzmir-TR31|2008|325.0|
|||2009|253.0|
|||2010|254.0|
|||2011|195.0|
|||2012|200.0|
|||2013|183.0|
|||2014|177.0|
|||2015|202.0|
|||2016|200.0|
|||2017|195.0|
|||2018|205.0|
|||2019|193.0|
|||2020|167.0|
||Kastamonu, Çankırı, Sinop-TR82|2008|29.0|
|||2009|21.0|
|||2010|15.0|
|||2011|13.0|
|||2012|14.0|
|||2013|14.0|
|||2014|5.0|
|||2015|7.0|
|||2016|7.0|
|||2017|18.0|
|||2018|10.0|
|||2019|13.0|
|||2020|14.0|
||Kayseri, Sivas, Yozgat-TR72|2008|237.0|
|||2009|251.0|
|||2010|205.0|
|||2011|125.0|
|||2012|141.0|
|||2013|113.0|
|||2014|105.0|
|||2015|97.0|
|||2016|143.0|
|||2017|107.0|
|||2018|129.0|
|||2019|132.0|
|||2020|105.0|
||Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir-TR71|2008|230.0|
|||2009|236.0|
|||2010|204.0|
|||2011|121.0|
|||2012|123.0|
|||2013|110.0|
|||2014|102.0|
|||2015|100.0|
|||2016|101.0|
|||2017|95.0|
|||2018|99.0|
|||2019|90.0|
|||2020|78.0|
||Kocaeli, Sakarya, Düzce, Bolu, Yalova-TR42|2008|126.0|
|||2009|127.0|
|||2010|112.0|
|||2011|68.0|
|||2012|85.0|
|||2013|85.0|
|||2014|101.0|
|||2015|102.0|
|||2016|112.0|
|||2017|121.0|
|||2018|126.0|
|||2019|139.0|
|||2020|117.0|
||Konya, Karaman-TR52|2008|293.0|
|||2009|298.0|
|||2010|264.0|
|||2011|160.0|
|||2012|159.0|
|||2013|137.0|
|||2014|131.0|
|||2015|112.0|
|||2016|116.0|
|||2017|116.0|
|||2018|119.0|
|||2019|125.0|
|||2020|105.0|
||Malatya, Elazığ, Bingöl, Tunceli-TRB1|2008|195.0|
|||2009|227.0|
|||2010|171.0|
|||2011|48.0|
|||2012|90.0|
|||2013|63.0|
|||2014|45.0|
|||2015|49.0|
|||2016|40.0|
|||2017|39.0|
|||2018|35.0|
|||2019|36.0|
|||2020|30.0|
||Manisa, Afyonkarahisar, Kütahya, Uşak-TR33|2008|196.0|
|||2009|134.0|
|||2010|110.0|
|||2011|66.0|
|||2012|82.0|
|||2013|75.0|
|||2014|74.0|
|||2015|67.0|
|||2016|80.0|
|||2017|85.0|
|||2018|87.0|
|||2019|108.0|
|||2020|85.0|
||Mardin, Batman, Şırnak, Siirt-TRC3|2008|39.0|
|||2009|33.0|
|||2010|39.0|
|||2011|37.0|
|||2012|29.0|
|||2013|34.0|
|||2014|33.0|
|||2015|30.0|
|||2016|31.0|
|||2017|34.0|
|||2018|32.0|
|||2019|33.0|
|||2020|41.0|
||Samsun, Tokat, Çorum, Amasya-TR83|2008|144.0|
|||2009|139.0|
|||2010|111.0|
|||2011|59.0|
|||2012|63.0|
|||2013|62.0|
|||2014|68.0|
|||2015|62.0|
|||2016|65.0|
|||2017|66.0|
|||2018|79.0|
|||2019|97.0|
|||2020|66.0|
||Şanlıurfa, Diyarbakır-TRC2|2008|184.0|
|||2009|207.0|
|||2010|176.0|
|||2011|71.0|
|||2012|72.0|
|||2013|79.0|
|||2014|81.0|
|||2015|69.0|
|||2016|53.0|
|||2017|46.0|
|||2018|54.0|
|||2019|56.0|
|||2020|35.0|
||Tekirdağ, Edirne, Kırklareli-TR21|2008|47.0|
|||2009|54.0|
|||2010|52.0|
|||2011|31.0|
|||2012|32.0|
|||2013|47.0|
|||2014|42.0|
|||2015|48.0|
|||2016|40.0|
|||2017|50.0|
|||2018|49.0|
|||2019|39.0|
|||2020|42.0|
||Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane-TR90|2008|128.0|
|||2009|111.0|
|||2010|85.0|
|||2011|63.0|
|||2012|77.0|
|||2013|73.0|
|||2014|69.0|
|||2015|76.0|
|||2016|70.0|
|||2017|88.0|
|||2018|80.0|
|||2019|79.0|
|||2020|56.0|
||Van, Muş, Bitlis, Hakkari-TRB2|2008|17.0|
|||2009|24.0|
|||2010|18.0|
|||2011|7.0|
|||2012|12.0|
|||2013|6.0|
|||2014|8.0|
|||2015|12.0|
|||2016|4.0|
|||2017|4.0|
|||2018|7.0|
|||2019|8.0|
|||2020|6.0|
||Zonguldak, Karabük, Bartın-TR81|2008|46.0|
|||2009|52.0|
|||2010|34.0|
|||2011|18.0|
|||2012|23.0|
|||2013|21.0|
|||2014|20.0|
|||2015|18.0|
|||2016|14.0|
|||2017|13.0|
|||2018|26.0|
|||2019|30.0|
|||2020|20.0|
|Eşlerin yaş farkı:Damadın Yaşı Küçük|Adana, Mersin-TR62|2001|807.0|
|||2002|839.0|
|||2003|843.0|
|||2004|806.0|
|||2005|798.0|
|||2006|735.0|
|||2007|786.0|
|||2008|855.0|
|||2009|973.0|
|||2010|951.0|
|||2011|1032.0|
|||2012|980.0|
|||2013|1024.0|
|||2014|1061.0|
|||2015|1189.0|
|||2016|1081.0|
|||2017|1122.0|
|||2018|1268.0|
|||2019|1423.0|
|||2020|1172.0|
||Ağrı, Kars, Iğdır, Ardahan-TRA2|2001|100.0|
|||2002|116.0|
|||2003|134.0|
|||2004|102.0|
|||2005|120.0|
|||2006|113.0|
|||2007|105.0|
|||2008|86.0|
|||2009|98.0|
|||2010|106.0|
|||2011|76.0|
|||2012|88.0|
|||2013|107.0|
|||2014|100.0|
|||2015|98.0|
|||2016|90.0|
|||2017|86.0|
|||2018|128.0|
|||2019|100.0|
|||2020|88.0|
||Ankara-TR51|2001|1178.0|
|||2002|1231.0|
|||2003|1132.0|
|||2004|1142.0|
|||2005|1307.0|
|||2006|1230.0|
|||2007|1190.0|
|||2008|1290.0|
|||2009|1414.0|
|||2010|1496.0|
|||2011|1473.0|
|||2012|1474.0|
|||2013|1527.0|
|||2014|1661.0|
|||2015|1561.0|
|||2016|1462.0|
|||2017|1588.0|
|||2018|1750.0|
|||2019|1947.0|
|||2020|1619.0|
||Antalya, Isparta, Burdur-TR61|2001|594.0|
|||2002|696.0|
|||2003|712.0|
|||2004|627.0|
|||2005|679.0|
|||2006|621.0|
|||2007|716.0|
|||2008|699.0|
|||2009|871.0|
|||2010|881.0|
|||2011|960.0|
|||2012|944.0|
|||2013|935.0|
|||2014|1047.0|
|||2015|1103.0|
|||2016|987.0|
|||2017|1133.0|
|||2018|1110.0|
|||2019|1261.0|
|||2020|1124.0|
||Aydın, Denizli, Muğla-TR32|2001|560.0|
|||2002|682.0|
|||2003|667.0|
|||2004|651.0|
|||2005|726.0|
|||2006|656.0|
|||2007|719.0|
|||2008|720.0|
|||2009|731.0|
|||2010|805.0|
|||2011|778.0|
|||2012|820.0|
|||2013|833.0|
|||2014|786.0|
|||2015|873.0|
|||2016|907.0|
|||2017|950.0|
|||2018|1078.0|
|||2019|1088.0|
|||2020|952.0|
||Balıkesir, Çanakkale-TR22|2001|284.0|
|||2002|270.0|
|||2003|329.0|
|||2004|303.0|
|||2005|302.0|
|||2006|277.0|
|||2007|306.0|
|||2008|283.0|
|||2009|295.0|
|||2010|319.0|
|||2011|356.0|
|||2012|380.0|
|||2013|337.0|
|||2014|379.0|
|||2015|397.0|
|||2016|387.0|
|||2017|437.0|
|||2018|458.0|
|||2019|548.0|
|||2020|399.0|
||Bursa, Eskişehir, Bilecik-TR41|2001|502.0|
|||2002|497.0|
|||2003|537.0|
|||2004|495.0|
|||2005|539.0|
|||2006|546.0|
|||2007|556.0|
|||2008|598.0|
|||2009|669.0|
|||2010|739.0|
|||2011|827.0|
|||2012|813.0|
|||2013|788.0|
|||2014|855.0|
|||2015|898.0|
|||2016|935.0|
|||2017|940.0|
|||2018|1083.0|
|||2019|1128.0|
|||2020|1054.0|
||Erzurum, Erzincan, Bayburt-TRA1|2001|98.0|
|||2002|130.0|
|||2003|104.0|
|||2004|83.0|
|||2005|97.0|
|||2006|85.0|
|||2007|90.0|
|||2008|103.0|
|||2009|119.0|
|||2010|118.0|
|||2011|115.0|
|||2012|108.0|
|||2013|105.0|
|||2014|123.0|
|||2015|111.0|
|||2016|100.0|
|||2017|100.0|
|||2018|140.0|
|||2019|119.0|
|||2020|113.0|
||Gaziantep, Adıyaman, Kilis-TRC1|2001|345.0|
|||2002|447.0|
|||2003|424.0|
|||2004|391.0|
|||2005|403.0|
|||2006|362.0|
|||2007|346.0|
|||2008|329.0|
|||2009|433.0|
|||2010|447.0|
|||2011|447.0|
|||2012|428.0|
|||2013|534.0|
|||2014|467.0|
|||2015|501.0|
|||2016|440.0|
|||2017|438.0|
|||2018|572.0|
|||2019|567.0|
|||2020|483.0|
||Hatay, Kahramanmaraş, Osmaniye-TR63|2001|470.0|
|||2002|545.0|
|||2003|554.0|
|||2004|531.0|
|||2005|497.0|
|||2006|449.0|
|||2007|466.0|
|||2008|522.0|
|||2009|520.0|
|||2010|594.0|
|||2011|517.0|
|||2012|522.0|
|||2013|584.0|
|||2014|559.0|
|||2015|558.0|
|||2016|521.0|
|||2017|521.0|
